id,group,td_name,common_name,python,glsl,type,scope,kind,status,note,evidence,evidence_urls
S249,10 附表：運算與宿主函數｜不放入 Sources,TDQuaternionMultiply(),Quaternion Multiply,,TDQuaternionMultiply(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S250,10 附表：運算與宿主函數｜不放入 Sources,TDQuaternionToRotMatrix(),Quaternion to Matrix,,TDQuaternionToRotMatrix(),mat3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S251,10 附表：運算與宿主函數｜不放入 Sources,TDRGBToHSV(),RGB to HSV,,TDRGBToHSV(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S252,10 附表：運算與宿主函數｜不放入 Sources,TDRemap(),Remap,,TDRemap(),float／vec2／vec3／vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S253,10 附表：運算與宿主函數｜不放入 Sources,TDRotMatrixToQuaternion(),Matrix to Quaternion,,TDRotMatrixToQuaternion(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S254,10 附表：運算與宿主函數｜不放入 Sources,TDRotateFromQuaternion(),Quaternion Rotate,,TDRotateFromQuaternion(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S255,10 附表：運算與宿主函數｜不放入 Sources,TDRotateOnAxis(),Axis Rotation,,TDRotateOnAxis(),mat3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S256,10 附表：運算與宿主函數｜不放入 Sources,TDRotateToVector(),Look Rotation,,TDRotateToVector(),mat3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S257,10 附表：運算與宿主函數｜不放入 Sources,TDRotateX(),Rotate X,,TDRotateX(),mat3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S258,10 附表：運算與宿主函數｜不放入 Sources,TDRotateY(),Rotate Y,,TDRotateY(),mat3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S259,10 附表：運算與宿主函數｜不放入 Sources,TDRotateZ(),Rotate Z,,TDRotateZ(),mat3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S260,10 附表：運算與宿主函數｜不放入 Sources,TDScale(),Scale Matrix,,TDScale(),mat3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S261,10 附表：運算與宿主函數｜不放入 Sources,TDSimplexNoise(),Simplex Noise,,TDSimplexNoise(),float,M／T；stage 依原生 overload,運算／宿主操作,已有運算入口,已有 TD helper 節點；共通別名不表示可替換成任意同類噪聲並保持畫面一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S262,10 附表：運算與宿主函數｜不放入 Sources,TDSimplexNoiseDeriv(),Simplex Gradient,,TDSimplexNoiseDeriv(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S263,10 附表：運算與宿主函數｜不放入 Sources,TDSineLookup(),,,TDSineLookup(),float,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,TD lookup 行為，不將名稱簡化成 sin。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S264,10 附表：運算與宿主函數｜不放入 Sources,TDSkinnedDeform(),Skin Position,,TDSkinnedDeform(),vec4,MAT V；依 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S265,10 附表：運算與宿主函數｜不放入 Sources,TDSkinnedDeformVec(),Skin Vector,,TDSkinnedDeformVec(),vec3,MAT V；依 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S266,10 附表：運算與宿主函數｜不放入 Sources,TDSlerpQuaternions(),Quaternion Slerp,,TDSlerpQuaternions(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S267,10 附表：運算與宿主函數｜不放入 Sources,TDSlerpRotationMatrices(),Rotation Slerp,,TDSlerpRotationMatrices(),mat3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S268,10 附表：運算與宿主函數｜不放入 Sources,TDSoftShadow(),,,TDSoftShadow(),float,MAT P,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S269,10 附表：運算與宿主函數｜不放入 Sources,TDTexGenSphere(),Sphere Map Coordinates,,TDTexGenSphere(),vec2,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S270,10 附表：運算與宿主函數｜不放入 Sources,TDTransferACESproxyToLinear(),,,TDTransferACESproxyToLinear(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S271,10 附表：運算與宿主函數｜不放入 Sources,TDTransferBT2100HLGToLinear(),,,TDTransferBT2100HLGToLinear(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S272,10 附表：運算與宿主函數｜不放入 Sources,TDTransferGamma1_8ToLinear(),,,TDTransferGamma1_8ToLinear(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S273,10 附表：運算與宿主函數｜不放入 Sources,TDTransferGamma2_2ToLinear(),,,TDTransferGamma2_2ToLinear(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S274,10 附表：運算與宿主函數｜不放入 Sources,TDTransferGamma2_4ToLinear(),,,TDTransferGamma2_4ToLinear(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S275,10 附表：運算與宿主函數｜不放入 Sources,TDTransferGamma2_6ToLinear(),,,TDTransferGamma2_6ToLinear(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S276,10 附表：運算與宿主函數｜不放入 Sources,TDTransferGamma2_8ToLinear(),,,TDTransferGamma2_8ToLinear(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S277,10 附表：運算與宿主函數｜不放入 Sources,TDTransferLinearToACESproxy(),,,TDTransferLinearToACESproxy(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S278,10 附表：運算與宿主函數｜不放入 Sources,TDTransferLinearToBT2100HLG(),,,TDTransferLinearToBT2100HLG(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S279,10 附表：運算與宿主函數｜不放入 Sources,TDTransferLinearToGamma1_8(),,,TDTransferLinearToGamma1_8(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S280,10 附表：運算與宿主函數｜不放入 Sources,TDTransferLinearToGamma2_2(),,,TDTransferLinearToGamma2_2(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S281,10 附表：運算與宿主函數｜不放入 Sources,TDTransferLinearToGamma2_4(),,,TDTransferLinearToGamma2_4(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S282,10 附表：運算與宿主函數｜不放入 Sources,TDTransferLinearToGamma2_6(),,,TDTransferLinearToGamma2_6(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S283,10 附表：運算與宿主函數｜不放入 Sources,TDTransferLinearToGamma2_8(),,,TDTransferLinearToGamma2_8(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S284,10 附表：運算與宿主函數｜不放入 Sources,TDTransferLinearToRec709(),,,TDTransferLinearToRec709(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S285,10 附表：運算與宿主函數｜不放入 Sources,TDTransferLinearToSRGB(),,,TDTransferLinearToSRGB(),vec3／vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S286,10 附表：運算與宿主函數｜不放入 Sources,TDTransferLinearToST2084PQ(),,,TDTransferLinearToST2084PQ(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S287,10 附表：運算與宿主函數｜不放入 Sources,TDTransferRec709ToLinear(),,,TDTransferRec709ToLinear(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S288,10 附表：運算與宿主函數｜不放入 Sources,TDTransferSRGBToLinear(),,,TDTransferSRGBToLinear(),vec3／vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S289,10 附表：運算與宿主函數｜不放入 Sources,TDTransferST2084PQToLinear(),,,TDTransferST2084PQToLinear(),vec3,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,色彩運算；曲線／色域與參考亮度保留在原生名稱，vec4 overload 的 alpha 行為不可省略。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S290,10 附表：運算與宿主函數｜不放入 Sources,TDTranslate(),Translation Matrix,,TDTranslate(),mat4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S291,10 附表：運算與宿主函數｜不放入 Sources,TDTricubicInterpolation(),Tricubic Sample,,TDTricubicInterpolation(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S292,10 附表：運算與宿主函數｜不放入 Sources,TDTriplanarBlend(),Triplanar Blend,,TDTriplanarBlend(),vec4,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S293,10 附表：運算與宿主函數｜不放入 Sources,TDWorldToProj(),World to Projection,,TDWorldToProj(),vec4,MAT V／G；G 需 camera index,運算／宿主操作,已有運算入口,包括 TD 投影、picking、unwrap 等宿主處理；不是單純矩陣相乘的別名。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S294,10 附表：運算與宿主函數｜不放入 Sources,TDWritePickingValues(),,,TDWritePickingValues(),void,M；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,初始化／寫入 picking payload。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S295,10 附表：運算與宿主函數｜不放入 Sources,TDZigZag(),Ping-Pong,,TDZigZag(),float,M／T；stage 依原生 overload,運算／宿主操作,調查項；非 Sources,運算名稱候選；精確 overload、數值與座標約定沿用 TD 原生實作，不宣稱跨宿主結果一致。,M T,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S296,10 附表：運算與宿主函數｜不放入 Sources,TDCheckOrderIndTrans(),,,TDCheckOrderIndTrans(),void,MAT P,運算／宿主操作,待擴充,指南的 OIT 相容入口；與 TDCheckDiscard 的現行關係需版本驗證。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S297,10 附表：運算與宿主函數｜不放入 Sources,TDPBRResult.diffuse,,,<result>.diffuse,vec3,MAT lighting 結果,運算結果欄位,待擴充,函數回傳結構欄位；沒有同名自動 Uniform／來源實體。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S298,10 附表：運算與宿主函數｜不放入 Sources,TDPBRResult.specular,,,<result>.specular,vec3,MAT lighting 結果,運算結果欄位,待擴充,函數回傳結構欄位；沒有同名自動 Uniform／來源實體。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S299,10 附表：運算與宿主函數｜不放入 Sources,TDPBRResult.shadowStrength,,,<result>.shadowStrength,float,MAT lighting 結果,運算結果欄位,待擴充,函數回傳結構欄位；沒有同名自動 Uniform／來源實體。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S300,10 附表：運算與宿主函數｜不放入 Sources,TDPhongResult.diffuse,,,<result>.diffuse,vec3,MAT lighting 結果,運算結果欄位,待擴充,函數回傳結構欄位；沒有同名自動 Uniform／來源實體。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S301,10 附表：運算與宿主函數｜不放入 Sources,TDPhongResult.specular,,,<result>.specular,vec3,MAT lighting 結果,運算結果欄位,待擴充,函數回傳結構欄位；沒有同名自動 Uniform／來源實體。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S302,10 附表：運算與宿主函數｜不放入 Sources,TDPhongResult.specular2,,,<result>.specular2,vec3,MAT lighting 結果,運算結果欄位,待擴充,函數回傳結構欄位；沒有同名自動 Uniform／來源實體。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S303,10 附表：運算與宿主函數｜不放入 Sources,TDPhongResult.shadowStrength,,,<result>.shadowStrength,float,MAT lighting 結果,運算結果欄位,待擴充,函數回傳結構欄位；沒有同名自動 Uniform／來源實體。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S304,11 歷史、輸出與文件疑點｜避免誤列成現行來源,sTDComputeOutputs[],,,,歷史 image array,依歷史與版本,非新來源,不作新入口,2025.30000 前的路徑；現行應用 TDImageLoadOutput／TDImageStoreOutput。指南尾段仍殘留舊描述。,T,https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S305,11 歷史、輸出與文件疑點｜避免誤列成現行來源,uTDMat,,,,歷史矩陣結構,依歷史與版本,非新來源,不作新入口,舊 world/camera lighting 路徑；新入口使用 uTDMats[c]。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S306,11 歷史、輸出與文件疑點｜避免誤列成現行來源,uTDInstanceIDOffset,,,,歷史／底層資訊,依歷史與版本,非新來源,不作新入口,不自行以 gl_InstanceID 加 offset 取代 TDInstanceID()。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S307,11 歷史、輸出與文件疑點｜避免誤列成現行來源,P／N／uv／Cd,,,,歷史直接幾何屬性,依歷史與版本,非新來源,不作新入口,MAT 優先 TDPos／TDNormal／TDTexCoord／TDPointColor；TOP 自訂 vertex 範例仍有 P、uv，要另做版本驗證。,T M,https://derivative.ca/UserGuide/Write_a_GLSL_TOP ; https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S308,11 歷史、輸出與文件疑點｜避免誤列成現行來源,TDSOPToProj(),,,,TOP vertex 範例函數,依歷史與版本,非新來源,不作新入口,僅記錄指南範例，2025 可用性與 TDWorldToProj 關係待核對，不直接上架。,T,https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S309,11 歷史、輸出與文件疑點｜避免誤列成現行來源,fragColor／gl_Position／gl_PointSize／gl_FragDepth,,,,Shader 輸出,依歷史與版本,非新來源,不作新入口,是使用者輸出或 GLSL 輸出內建值，不是 read-only Sources。,T M G,https://derivative.ca/UserGuide/Write_a_GLSL_TOP ; https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://registry.khronos.org/OpenGL/specs/gl/GLSLangSpec.4.60.pdf
S310,11 歷史、輸出與文件疑點｜避免誤列成現行來源,uTDOutputINfo,,,,文件拼字,依歷史與版本,非新來源,不作新入口,正確符號依宣告為 uTDOutputInfo；不建立第二個來源。,T,https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S311,11 歷史、輸出與文件疑點｜避免誤列成現行來源,TDAttenutateLight,,,,文件拼字,依歷史與版本,非新來源,不作新入口,正確函數為 TDAttenuateLight；不建立第二個函數。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
